,id,title,labels,fold
5103,16203262,Lessons learned for the assessment of children's pesticide exposure: critical sampling and analytical issues for future studies.,"Child	Child Welfare	Child, Preschool	Environmental Exposure	Environmental Monitoring	Female	Humans	Pesticides	Population Surveillance	Pregnancy	United States",5
5104,16203263,Community-based participatory research: lessons learned from the Centers for Children's Environmental Health and Disease Prevention Research.,Child	Child Welfare	Community Participation	Cooperative Behavior	Environmental Health	Humans	Preventive Medicine	United States	United States Environmental Protection Agency,8
5105,16292353,Use of artificial genomes in assessing methods for atypical gene detection.,"Algorithms	Base Composition	Base Sequence	Chimerism	Escherichia coli	Genes, Bacterial	Genetic Variation	Genome	Genome, Bacterial	Markov Chains	Models, Genetic	Open Reading Frames",4
5106,16292354,A guild of 45 CRISPR-associated (Cas) protein families and multiple CRISPR/Cas subtypes exist in prokaryotic genomes.,"Genes, Archaeal	Genes, Bacterial	Genes, Fungal	Genome	Genome, Bacterial	Haloarcula marismortui	Markov Chains	Multigene Family	Oligonucleotide Array Sequence Analysis	Phylogeny	Prokaryotic Cells	Proteins	Repetitive Sequences, Nucleic Acid	Yersinia pestis",9
5107,15738051,Functional interactions between A' helices in the C-linker of open CNG channels.,"Amino Acid Sequence	Animals	Cyclic Nucleotide-Gated Cation Channels	Disulfides	Dithiothreitol	Female	Ion Channels	Molecular Conformation	Molecular Sequence Data	Mutation	Oocytes	Phenanthrolines	Protein Structure, Secondary	Protein Structure, Tertiary	Xenopus",0
5108,16212661,Two previously proposed P1/P2-differentiating and nine novel polymorphisms at the A4GALT (Pk) locus do not correlate with the presence of the P1 blood group antigen.,"DNA Mutational Analysis	Globosides	Humans	Molecular Sequence Data	P Blood-Group System	Polymerase Chain Reaction	Polymorphism, Genetic	Polymorphism, Single Nucleotide	Regulatory Sequences, Nucleic Acid",8
5109,16253139,Dual role of TRBP in HIV replication and RNA interference: viral diversion of a cellular pathway or evasion from antiviral immunity?,"HIV	Humans	Immunity, Innate	RNA Interference	RNA-Binding Proteins	Ribonuclease III	Virus Replication",1
5110,16212654,Avidin related protein 2 shows unique structural and functional features among the avidin protein family.,"Amino Acid Sequence	Animals	Avidin	Biotechnology	Biotin	Calorimetry, Differential Scanning	Cell Line	Chickens	Crystallography, X-Ray	Gene Expression Regulation	Hot Temperature	Insects	Ligands	Mass Spectrometry	Models, Molecular	Molecular Sequence Data	Mutagenesis	Mutagenesis, Site-Directed	Mutation	Phylogeny	Protein Binding	Protein Engineering	Protein Structure, Secondary	Protein Structure, Tertiary	Proteins	Recombinant Proteins	Sequence Homology, Amino Acid	Structure-Activity Relationship	Temperature",6
5111,16212662,Serous borderline tumor of the fallopian tube presented as hematosalpinx: a case report.,"Adult	Cell Cycle	Cystadenoma, Serous	DNA, Neoplasm	Diagnosis, Differential	Fallopian Tube Diseases	Fallopian Tube Neoplasms	Female	Humans	S Phase	Treatment Outcome",6
5112,16255783,"The efficiency of different search strategies in estimating parsimony jackknife, bootstrap, and Bremer support.","Bayes Theorem	Biological Evolution	Computer Simulation	Confidence Intervals	DNA, Concatenated	DNA, Ribosomal	Data Interpretation, Statistical	Models, Genetic	Models, Statistical	Models, Theoretical	Phylogeny	Probability	Programming Languages	RNA, Ribosomal, 18S	Reproducibility of Results	Sequence Analysis, DNA	Software	Statistics as Topic	Statistics, Nonparametric",4
5113,16248896,Pneumomediastinum as initial presentation of paralytic rabies: a case report.,Adolescent	Fatal Outcome	Humans	Male	Mediastinal Emphysema	Rabies,0
5114,16219095,"Prevalence and associations of symptoms of upper extremities, repetitive strain injuries (RSI) and 'RSI-like condition'. A cross sectional study of bank workers in Northeast Brazil.",Adult	Age Factors	Brazil	Commerce	Cross-Sectional Studies	Cumulative Trauma Disorders	Female	Human Engineering	Humans	Male	Middle Aged	Occupational Diseases	Occupations	Prevalence	Risk Factors	Sick Leave	Socioeconomic Factors	Surveys and Questionnaires	Upper Extremity,4
5115,16246257,"Expression of POU-domain transcription factor, Oct-6, in schizophrenia, bipolar disorder and major depression.","Adult	Biomarkers	Bipolar Disorder	Brain Chemistry	Cause of Death	Cerebral Cortex	Depressive Disorder, Major	Female	Frozen Sections	Gene Expression	Hippocampus	Humans	Immunohistochemistry	In Situ Hybridization	Male	Middle Aged	Octamer Transcription Factor-6	RNA, Messenger	Schizophrenia",2
5116,16225687,Natural history of S-adenosylmethionine-binding proteins.,"Amino Acid Sequence	Animals	Binding Sites	Biochemistry	Carboxy-Lyases	Carrier Proteins	Catalytic Domain	Computational Biology	Humans	Models, Molecular	Molecular Sequence Data	Peptides	Phylogeny	Porphyrins	Protein Binding	Protein Conformation	Protein Folding	Protein Structure, Tertiary	Proteins	Proteomics	S-Adenosylmethionine	Sequence Homology, Amino Acid",4
5117,16236163,"Psoriasin, one of several new proteins identified in nasal lavage fluid from allergic and non-allergic individuals using 2-dimensional gel electrophoresis and mass spectrometry.","Adult	Aged	Calcium-Binding Proteins	Electrophoresis, Gel, Two-Dimensional	Female	Gene Expression Profiling	Humans	Male	Middle Aged	Nasal Lavage Fluid	Rhinitis, Allergic, Seasonal	S100 Proteins",3
5118,16250909,"Multiple P2Y receptors couple to calcium-dependent, chloride channels in smooth muscle cells of the rat pulmonary artery.","Adenosine Triphosphate	Animals	Calcium	Calcium Signaling	Cells, Cultured	Chloride Channels	Chlorine	Male	Membrane Potentials	Muscle Contraction	Myocytes, Smooth Muscle	Pulmonary Artery	Rats	Rats, Sprague-Dawley	Receptors, Purinergic P2	Uridine Diphosphate	Uridine Triphosphate	Vasoconstriction",6
5119,16255775,The role of surfactant protein D in the colonisation of the respiratory tract and onset of bacteraemia during pneumococcal pneumonia.,"Animals	Bacteremia	Bacterial Adhesion	Lung	Mice	Mice, Inbred C57BL	Pneumonia, Pneumococcal	Pulmonary Surfactant-Associated Protein D	Streptococcus pneumoniae",8
5120,16103225,Sgk3 links growth factor signaling to maintenance of progenitor cells in the hair follicle.,"Animals	Apoptosis	Bromodeoxyuridine	Cell Count	Cell Differentiation	Cell Proliferation	DNA	Fertility	Gene Targeting	Hair Follicle	Insulin-Like Growth Factor I	Intercellular Signaling Peptides and Proteins	Keratinocytes	Mice	Morphogenesis	Protein-Serine-Threonine Kinases	Recombination, Genetic	Regeneration	S Phase	Signal Transduction	Stem Cells",2
5121,8991098,Regulation of epidermal differentiation by a Distal-less homeodomain gene.,"Animals	Base Sequence	Binding Sites	Biomarkers	Cell Differentiation	Cell Division	DNA Footprinting	Epidermis	Gene Expression Regulation, Developmental	Genes, Homeobox	Homeodomain Proteins	Immunohistochemistry	In Situ Hybridization	Intermediate Filament Proteins	Membrane Proteins	Mice	Mice, Transgenic	Microscopy, Electron	Molecular Sequence Data	Phenotype	Phosphoproteins	Promoter Regions, Genetic	Protein Precursors	Transcription Factors	Transgenes",3
5122,16255778,Antimetastatic gene expression profiles mediated by retinoic acid receptor beta 2 in MDA-MB-435 breast cancer cells.,"Animals	Blotting, Northern	Blotting, Western	Breast Neoplasms	Cell Adhesion	Cell Line, Tumor	Chromosomes, Human, X	Gene Expression Profiling	Gene Expression Regulation	Gene Expression Regulation, Neoplastic	Genetic Vectors	Genotype	Humans	Interferons	Ligands	Mice	Models, Statistical	Neoplasm Metastasis	Neoplasm Transplantation	Nucleic Acid Hybridization	Phenotype	Proto-Oncogene Proteins c-jun	RNA	Receptors, Retinoic Acid	Reverse Transcriptase Polymerase Chain Reaction	Signal Transduction	Transcription, Genetic	Tretinoin",1
5123,16253134,Reliability of old and new ventricular fibrillation detection algorithms for automated external defibrillators.,"Algorithms	Artificial Intelligence	Computer Systems	Defibrillators	Diagnosis, Computer-Assisted	Electrocardiography	Equipment Design	Equipment Failure Analysis	Heart Rate	Humans	Reproducibility of Results	Retrospective Studies	Sensitivity and Specificity	Therapy, Computer-Assisted	Ventricular Fibrillation",5
5124,16253138,Dietary inulin intake and age can significantly affect intestinal absorption of calcium and magnesium in rats: a stable isotope approach.,"Aging	Animals	Calcium	Calcium Isotopes	Calcium, Dietary	Cecum	Diet	Eating	Feces	Fermentation	Intestinal Absorption	Inulin	Isotopes	Magnesium	Male	Nutritional Status	Rats	Rats, Wistar	Weight Gain",9
5125,16236169,Liquid chromatography/mass spectrometry analysis of exhaled leukotriene B4 in asthmatic children.,"Asthma	Biomarkers	Breath Tests	Child	Chromatography, Liquid	Cross-Sectional Studies	Exhalation	Female	Humans	Leukotriene B4	Male	Mass Spectrometry	Nitric Oxide",9
5126,16299585,"Maternal expression relaxes constraint on innovation of the anterior determinant, bicoid.","Animals	Drosophila	Drosophila Proteins	Drosophila melanogaster	Evolution, Molecular	Female	Gene Expression Regulation	Homeodomain Proteins	Molecular Sequence Data	Mothers	Polymorphism, Genetic	Repressor Proteins	Sex Factors	Species Specificity	Trans-Activators",8
5127,16292355,Genome-wide association mapping in Arabidopsis identifies previously known flowering time and pathogen resistance genes.,"Arabidopsis	Chromosome Mapping	False Positive Reactions	Genes, Plant	Genetic Predisposition to Disease	Genetic Variation	Genome, Plant	Genotype	Immunity, Innate	Linkage Disequilibrium",4
5128,16292356,The cell cycle independence of HIV infections is not determined by known karyophilic viral elements.,"CD4-Positive T-Lymphocytes	Cell Cycle	Cell Nucleus	Chimera	Gene Products, vpr	HIV	HIV Integrase	HeLa Cells	Humans	Leukemia Virus, Murine	Nuclear Localization Signals	Organisms, Genetically Modified	Recombination, Genetic	Viral Matrix Proteins	Virus Replication	vpr Gene Products, Human Immunodeficiency Virus",2
5129,16292357,Human neutrophils kill Bacillus anthracis.,"Animals	Bacillus anthracis	Cells, Cultured	Chromatography, High Pressure Liquid	Cytoplasmic Granules	Disease Models, Animal	Humans	Neutrophils	Phagocytosis	Spores, Bacterial	alpha-Defensins",5
5130,16277552,Impaired DNA replication within progenitor cell pools promotes leukemogenesis.,"Animals	Cell Transformation, Neoplastic	Cells, Cultured	DNA	DNA Replication	E2F1 Transcription Factor	E2F2 Transcription Factor	Fusion Proteins, bcr-abl	Gene Expression Regulation	Hematopoietic Stem Cells	Hydroxyurea	Leukemia	Mice	Mice, Knockout	Molecular Sequence Data	S Phase	Tumor Suppressor Protein p53",4
5131,16277553,Epstein-Barr virus provides a new paradigm: a requirement for the immediate inhibition of apoptosis.,"Apoptosis	B-Lymphocytes	Base Sequence	Cells, Cultured	Gene Expression Regulation, Viral	Herpesvirus 4, Human	Humans	Proto-Oncogene Proteins c-bcl-2	RNA, Messenger	Viral Proteins",5
5132,16277554,Underutilization of aspirin persists in US ambulatory care for the secondary and primary prevention of cardiovascular disease.,"Adult	Aged	Ambulatory Care	Aspirin	Cardiovascular Diseases	Female	Health Care Surveys	Humans	Male	Middle Aged	Practice Patterns, Physicians'	Risk Assessment	United States",0
5133,16279840,Persistent amyloidosis following suppression of Abeta production in a transgenic model of Alzheimer disease.,"Alzheimer Disease	Amyloid beta-Peptides	Amyloid beta-Protein Precursor	Animals	Gene Expression Profiling	Humans	Mice	Mice, Inbred C57BL	Mice, Transgenic	Plaque, Amyloid",1
5134,16279841,DC-SIGN induction in alveolar macrophages defines privileged target host cells for mycobacteria in patients with tuberculosis.,"Case-Control Studies	Cell Adhesion Molecules	Humans	Lectins, C-Type	Macrophages, Alveolar	Mycobacterium tuberculosis	Receptors, Cell Surface	Tuberculosis, Pulmonary",1
5135,16282585,Role of stacking interactions in the binding sequence preferences of DNA bis-intercalators: insight from thermodynamic integration free energy simulations.,Base Sequence	Binding Sites	Computer Simulation	CpG Islands	DNA	Echinomycin	Hydrogen Bonding	Intercalating Agents	Quinoxalines	Thermodynamics,8
5136,16282590,Invariant amino acids essential for decoding function of polypeptide release factor eRF1.,"Amino Acid Sequence	Codon, Terminator	Glutamic Acid	Humans	Hydrogen Bonding	Molecular Sequence Data	Mutagenesis, Site-Directed	Peptide Termination Factors	Protein Denaturation	Tyrosine",6
5137,16282586,A coarse graining approach to determine nucleic acid structures from small angle neutron scattering profiles in solution.,"Base Sequence	Crystallography, X-Ray	DNA	Models, Molecular	Neutrons	Scattering, Radiation	Solutions",8
5138,16282588,T:G mismatch-specific thymine-DNA glycosylase (TDG) as a coregulator of transcription interacts with SRC1 family members through a novel tyrosine repeat motif.,"Amino Acid Motifs	Amino Acid Sequence	Animals	COS Cells	Cercopithecus aethiops	Histone Acetyltransferases	Humans	Molecular Sequence Data	Nuclear Receptor Coactivator 1	Repetitive Sequences, Amino Acid	Thymine DNA Glycosylase	Trans-Activators	Transcription Factors	Tyrosine",2
5139,16282587,Shared RNA-binding sites for interacting members of the Drosophila ELAV family of neuronal proteins.,"3' Untranslated Regions	Alternative Splicing	Amino Acid Motifs	Animals	Base Sequence	Binding Sites	Drosophila	Drosophila Proteins	ELAV Proteins	Exons	Molecular Sequence Data	Nerve Tissue Proteins	RNA-Binding Proteins	Transcription, Genetic",8
5140,16282591,"Pyrimido[1,2-a]-purin-10(3H)-one, M1G, is less prone to artifact than base oxidation.","Animals	Antioxidants	Artifacts	Biomarkers	DNA	DNA Adducts	DNA Damage	DNA, Mitochondrial	Male	Oxidation-Reduction	Purines	Pyrimidines	Rats	Temperature",7
5141,16282592,Crystal structure and RNA binding of the Rpb4/Rpb7 subunits of human RNA polymerase II.,"Amino Acid Sequence	Archaeal Proteins	Binding Sites	Crystallography, X-Ray	Dimerization	Models, Molecular	Molecular Sequence Data	Protein Subunits	RNA	RNA Polymerase II	Sequence Alignment",8
5142,16282589,Silencing of retrotransposons in Dictyostelium by DNA methylation and RNAi.,"Amino Acid Sequence	Animals	Cells, Cultured	DNA (Cytosine-5-)-Methyltransferase	DNA Methylation	Dictyostelium	Gene Silencing	Molecular Sequence Data	Mutation	RNA Interference	RNA, Small Interfering	Retroelements	Sequence Alignment",7
5143,16282584,Parameters determining the efficiency of gene targeting in the moss Physcomitrella patens.,"Bryopsida	Gene Dosage	Gene Targeting	Genes, Plant	Genetic Vectors	Recombination, Genetic	Transformation, Genetic",7
5144,16274263,Ancient and recent positive selection transformed opioid cis-regulation in humans.,"Alleles	Animals	Base Sequence	Biomarkers	Conserved Sequence	Enkephalins	Evolution, Molecular	Gene Expression Regulation	Genetic Variation	Humans	Molecular Sequence Data	Mutation	Narcotics	Phylogeny	Promoter Regions, Genetic	Protein Precursors	Selection, Genetic	Sequence Alignment",8
5145,16279838,Theta rhythms coordinate hippocampal-prefrontal interactions in a spatial memory task.,"Animals	Hippocampus	Male	Memory	Prefrontal Cortex	Rats	Rats, Long-Evans	Space Perception	Theta Rhythm	Time Factors",6
5146,16279839,Systematic discovery of new recognition peptides mediating protein interaction networks.,"Amino Acid Sequence	Animals	Genome	Humans	Models, Molecular	Molecular Sequence Data	Peptides	Protein Binding	Protein Structure, Tertiary	Proteins",0
5147,16284202,Kernel-based machine learning protocol for predicting DNA-binding proteins.,"Amino Acids	Artificial Intelligence	Computational Biology	DNA-Binding Proteins	Models, Molecular	Reproducibility of Results	Static Electricity",2
5148,16287898,Long-oligomer microarray profiling in Neurospora crassa reveals the transcriptional program underlying biochemical and physiological events of conidial germination.,"Animals	Bayes Theorem	Blotting, Northern	Cluster Analysis	Databases, Nucleic Acid	Dictyostelium	Expressed Sequence Tags	Gene Expression Profiling	Genes, Fungal	Neurospora crassa	Oligonucleotide Array Sequence Analysis	Oligonucleotide Probes	Promoter Regions, Genetic	RNA, Messenger	Reproducibility of Results	Spores, Fungal	Transcription, Genetic	Ustilago",0
5149,16284201,Role of the Bombyx mori R2 element N-terminal domain in the target-primed reverse transcription (TPRT) reaction.,"Amino Acid Motifs	Animals	Binding Sites	Bombyx	DNA	DNA Footprinting	Insect Proteins	Mutation	Peptides	Protein Binding	Protein Structure, Tertiary	Protein Subunits	Proto-Oncogene Proteins c-myb	RNA-Directed DNA Polymerase	Retroelements	Reverse Transcription	Zinc Fingers",0
5150,16284199,Towards systematic identification of Plasmodium essential genes by transposon shuttle mutagenesis.,"Animals	Cloning, Molecular	DNA Transposable Elements	DNA, Protozoan	Electroporation	Escherichia coli	Genes, Protozoan	Mutagenesis, Insertional	Plasmodium berghei	Recombination, Genetic	Transfection",1
5151,16284200,Evolving gene/transcript definitions significantly alter the interpretation of GeneChip data.,"Alleles	Animals	Cluster Analysis	Databases, Nucleic Acid	Exons	Gene Expression Profiling	Humans	Mice	Oligonucleotide Array Sequence Analysis	Oligonucleotide Probes	Rats	Reproducibility of Results	Transcription, Genetic",9
5152,16242046,Short- and long-term cause-specific survival of patients with inflammatory breast cancer.,"Adult	Aged	Aged, 80 and over	Animals	Breast Neoplasms	Female	Humans	Inflammation	Middle Aged	Models, Statistical	National Institutes of Health (U.S.)	Registries	SEER Program	Software	Time Factors	Treatment Outcome	United States",0
5153,16242025,Septal rupture with right ventricular wall dissection after myocardial infarction.,Heart Ventricles	Humans	Male	Middle Aged	Myocardial Infarction	Treatment Outcome	Ultrasonography	Ventricular Septal Rupture,7
5154,16248900,"Psychometric properties of the 25-item National Eye Institute Visual Function Questionnaire (NEI VFQ-25), Japanese version.","Adult	Aged	Aged, 80 and over	Cataract	Cataract Extraction	Female	Glaucoma	Humans	Japan	Macular Degeneration	Male	Middle Aged	National Institutes of Health (U.S.)	Psychometrics	Sickness Impact Profile	Surveys and Questionnaires	United States	Visual Acuity",0
5155,16299591,"If you've got it, flaunt it: ingested alkaloids affect corematal display behavior in the salt marsh moth, Estigmene acrea.","Animals	Diet	Feeding Behavior	Female	Larva	Male	Monocrotaline	Moths	Plants, Edible	Pyrrolizidine Alkaloids	Sex Attractants	Sex Characteristics	Sexual Behavior, Animal",3
5156,16299592,"Genetic differentiation among geographic populations of Gonatocerus ashmeadi, the predominant egg parasitoid of the glassy-winged sharpshooter, Homalodisca coagulata.","Animals	Argentina	Chi-Square Distribution	Female	Genetic Markers	Genetic Variation	Hemiptera	Heterozygote Detection	Hymenoptera	Male	Ovum	Phylogeny	Polymerase Chain Reaction	Polymorphism, Genetic	Population	Sensitivity and Specificity	Species Specificity	United States",5
5157,16299593,"Extracting single genomes from heterogenous DNA samples: a test case with Carsonella ruddii, the bacterial symbiont of psyllids (Insecta).","Animals	Base Composition	Cloning, Molecular	DNA Restriction Enzymes	DNA, Bacterial	Databases, Nucleic Acid	Gammaproteobacteria	Genome, Bacterial	Genomic Library	Hemiptera	Sequence Homology, Nucleic Acid	Symbiosis",0
5158,16299594,The effect of development time on the fitness of female Trichogramma evanescens.,Analysis of Variance	Animals	Body Size	Female	Fertility	Hymenoptera	Lepidoptera	Longevity	Ovum	Sex Ratio	Time Factors,8
5159,16299595,Functional responses of coccinellid predators: an illustration of a logistic approach.,Animals	Aphids	Beetles	Diet	Female	Logistic Models	Male	Population Density	Predatory Behavior,7
5160,16299596,Infection with the insect virus Hz-2v alters mating behavior and pheromone production in female Helicoverpa zea moths.,"Animals	Female	Infectious Disease Transmission, Vertical	Insect Viruses	Male	Moths	Pheromones	Sexual Behavior, Animal	Time Factors	Vocalization, Animal",5
5161,16299597,Conditional immune-gene suppression of honeybees parasitized by Varroa mites.,"Animals	Antibody Formation	Antimicrobial Cationic Peptides	Bacteria	Bees	Body Weight	DNA Primers	Defensins	Down-Regulation	Gene Expression	Immune Tolerance	Insect Proteins	Larva	Mites	Pupa	RNA, Ribosomal, 16S	Reverse Transcriptase Polymerase Chain Reaction",5
5162,16299598,"Expression, purification and characterization of methyl DNA binding protein from Bombyx mori.","Amino Acid Sequence	Animals	Base Sequence	Blotting, Far-Western	Bombyx	Chromatography, Affinity	Cloning, Molecular	DNA Methylation	DNA-Binding Proteins	Drosophila melanogaster	Electrophoretic Mobility Shift Assay	Expressed Sequence Tags	Gryllidae	Molecular Sequence Data	Phosphorylation	Protein Kinases	Recombinant Proteins	Sequence Alignment",7
5163,16299599,"The nest architecture of the ant, Camponotus socius.","Animals	Ants	Female	Housing, Animal	Male	Nesting Behavior	Population Density	Species Specificity",3
5164,16299600,"Sexual selection and mating advantages in the giant sperm species, Drosophila bifurca.","Animals	Drosophila	Female	Fertility	Male	Reproduction	Sexual Behavior, Animal	Sexual Maturation	Spermatozoa	Time Factors",0
5165,16299601,Dispersal patterns and clumping behaviors in the beetle Trichoton sordidum.,"Animals	Beetles	Behavior, Animal	Demography	Desert Climate	Environment	Female	Lighting	Male	Seasons	Spatial Behavior	Temperature",3
5166,16225688,The modeled structure of the RNA dependent RNA polymerase of GBV-C virus suggests a role for motif E in Flaviviridae RNA polymerases.,"Binding Sites	GB virus C	Models, Biological	Models, Chemical	Phylogeny	Protein Structure, Secondary	RNA Replicase	Sequence Alignment	Sequence Analysis	Sequence Homology",2
5167,16232312,Dynamic modeling of cis-regulatory circuits and gene expression prediction via cross-gene identification.,"Cell Cycle	Cyclin B	Gene Expression Profiling	Lipoproteins	Models, Genetic	Multigene Family	Pheromones	Regulatory Elements, Transcriptional	Saccharomyces cerevisiae Proteins	Transcription Factors	Yeasts",4
5168,16225673,Macrodissection versus microdissection of rectal carcinoma: minor influence of stroma cells to tumor cell gene expression profiles.,"Carcinoma	Cluster Analysis	DNA, Complementary	Gene Expression Profiling	Gene Expression Regulation	Gene Expression Regulation, Neoplastic	Humans	Microarray Analysis	Microdissection	RNA	RNA, Messenger	RNA, Neoplasm	Rectal Neoplasms	Software	Stromal Cells",4
5169,16262897,Increased oxidative stress associated with the severity of the liver disease in various forms of hepatitis B virus infection.,"Adult	Alanine Transaminase	Antioxidants	Carrier State	Female	Hepatitis B, Chronic	Humans	Lipid Peroxidation	Liver Cirrhosis	Male	Middle Aged	Oxidative Stress",2
5170,16250919,Barriers to successful care for chronic kidney disease.,"African Americans	Chronic Disease	Cross-Sectional Studies	Diabetes Complications	Glomerular Filtration Rate	Goals	Guideline Adherence	Humans	Kidney Diseases	Kidney Failure, Chronic	Nephrology	Office Visits	Patient Compliance	Practice Guidelines as Topic	Primary Health Care	Referral and Consultation",7
5171,16216128,Hepatocyte and keratinocyte growth factors and their receptors in human lung emphysema.,"Aged	Airway Obstruction	Case-Control Studies	Female	Fibroblast Growth Factor 7	Forced Expiratory Volume	Gene Expression Profiling	Hepatocyte Growth Factor	Humans	Male	Middle Aged	Proto-Oncogene Proteins c-met	Pulmonary Emphysema	RNA, Messenger	Receptor, Fibroblast Growth Factor, Type 2	Severity of Illness Index	Smoking	Vital Capacity",4
5172,16242031,"Asymmetry in the burial of hydrophobic residues along the histone chains of eukarya, archaea and a transcription factor.","Animals	Archaeal Proteins	Biophysics	Dimerization	Drosophila melanogaster	Euryarchaeota	Histones	Models, Molecular	Models, Statistical	Nucleosomes	Protein Binding	Protein Conformation	Protein Denaturation	Protein Folding	Protein Structure, Tertiary	Transcription Factors",7
5173,16259627,The Oxford hip score: the patient's perspective.,"Adolescent	Adult	Aged	Aged, 80 and over	Arthroplasty, Replacement, Hip	Disability Evaluation	Female	Hip	Humans	Male	Middle Aged	Outcome Assessment (Health Care)	Pain	Patient Satisfaction	Patient-Centered Care	Quality of Life	Quality-Adjusted Life Years	Sickness Impact Profile	Surveys and Questionnaires	Treatment Outcome",6
5174,16242047,Contrasting phenotypes of putative proprioceptive and nociceptive trigeminal neurons innervating jaw muscle in rat.,"Action Potentials	Animals	Brain Stem	Calcium	Fluorescent Dyes	Jaw	Male	Muscles	Neurons, Afferent	Nociceptors	Patch-Clamp Techniques	Phenotype	Rats	Rats, Sprague-Dawley	Receptors, Opioid, mu",6
5175,16216126,Rhinovirus infection induces cytotoxicity and delays wound healing in bronchial epithelial cells.,Bronchi	Cell Line	Epithelial Cells	HeLa Cells	Humans	Picornaviridae Infections	Respiratory Mucosa	Time Factors	Vascular Cell Adhesion Molecule-1	Wound Healing,0
5176,16223446,Gender differences in respiratory symptoms in 19-year-old adults born preterm.,"Adult	Cohort Studies	Female	Follow-Up Studies	Health Status	Humans	Infant, Newborn	Lung Diseases	Male	Netherlands	Premature Birth	Prevalence	Prospective Studies	Risk Assessment	Risk Factors	Sex Factors",7
5177,16242036,Sub-chronic inhalation of high concentrations of manganese sulfate induces lower airway pathology in rhesus monkeys.,"Acute Disease	Administration, Inhalation	Aerosols	Air Pollutants	Animals	Chronic Disease	Dose-Response Relationship, Drug	Lung	Macaca mulatta	Male	Manganese Compounds	Pneumonia	Sulfates",2
5178,16242038,A role for airway remodeling during respiratory syncytial virus infection.,"Animals	Bronchial Provocation Tests	Methacholine Chloride	Mice	Mice, Inbred BALB C	Ovalbumin	Respiratory Hypersensitivity	Respiratory Syncytial Virus Infections	Respiratory Syncytial Viruses",4
5179,16299589,The association of tetrameric acetylcholinesterase with ColQ tail: a block normal mode analysis.,"Acetylcholinesterase	Animals	Collagen	Mice	Models, Molecular	Protein Binding	Protein Structure, Quaternary	Protein Subunits",1
5180,16299590,Stealth proteins: in silico identification of a novel protein family rendering bacterial pathogens invisible to host immune defense.,"Amino Acid Sequence	Animals	Bacteria	Bacterial Infections	Computational Biology	Conserved Sequence	Evolution, Molecular	Genome	Humans	Molecular Sequence Data	Phylogeny	Proteins	Sequence Alignment	Streptomyces coelicolor	Virulence Factors",2
5181,16299586,Evidence of a large novel gene pool associated with prokaryotic genomic islands.,"Bacteriophages	Genes, Archaeal	Genes, Bacterial	Genome, Archaeal	Genome, Bacterial	Genomic Islands	Models, Genetic	Models, Statistical	Open Reading Frames	Sequence Alignment",8
5182,16299587,Drosophila tan encodes a novel hydrolase required in pigmentation and vision.,"Amino Acid Sequence	Animals	Chromosomal Proteins, Non-Histone	DNA-Binding Proteins	Drosophila	Drosophila Proteins	Electroretinography	Gene Expression Regulation, Developmental	Genetic Complementation Test	Molecular Sequence Data	Mutation	Pigmentation	Sequence Homology, Amino Acid	Vision, Ocular",4
5183,16299588,"All paired up with no place to go: pairing, synapsis, and DSB formation in a balancer heterozygote.","Animals	Chromosome Pairing	Crossing Over, Genetic	Drosophila	Genes, Reporter	Genetic Techniques	Heterozygote	Meiosis	Models, Genetic	Mutation	Oocytes	Rad51 Recombinase	X Chromosome",1
5184,16285839,Local literature bias in genetic epidemiology: an empirical evaluation of the Chinese literature.,Asian Continental Ancestry Group	Bias (Epidemiology)	China	Epidemiologic Studies	Genetic Predisposition to Disease	Humans	Language	Publishing,3
5185,16287342,Maternal-fetal microtransfusions and HIV-1 mother-to-child transmission in Malawi.,"Adult	Alkaline Phosphatase	Cohort Studies	Delivery, Obstetric	Female	Fetal Blood	HIV Infections	HIV-1	Humans	Infectious Disease Transmission, Vertical	Malawi	Placenta	Pregnancy	Pregnancy Complications, Infectious	RNA, Viral	Risk Factors	Viral Load",5
5186,16250917,HDACs and the senescent phenotype of WI-38 cells.,Butyrates	Cell Aging	Cell Line	Cell Shape	Cyclin-Dependent Kinase Inhibitor p21	Enzyme Inhibitors	Fibroblasts	Gene Expression Regulation	Histone Deacetylase 1	Histone Deacetylase Inhibitors	Histone Deacetylases	Humans	Hydroxamic Acids	Lung	Proteasome Endopeptidase Complex	beta-Galactosidase,8
5187,16232313,"Lineage-specific variations of congruent evolution among DNA sequences from three genomes, and relaxed selective constraints on rbcL in Cryptomonas (Cryptophyceae).","Asparagine	Aspartic Acid	Bayes Theorem	Codon	Cryptophyta	Cysteine	DNA	DNA, Ribosomal	Evolution, Molecular	Genome	Histidine	Likelihood Functions	Phenylalanine	Photosynthesis	Phylogeny	Plastids	Polymerase Chain Reaction	Ribulose-Bisphosphate Carboxylase	Sequence Analysis, DNA	Tyrosine",2
5188,16225681,Characterization of a likelihood based method and effects of markers informativeness in evaluation of admixture and population group assignment.,African Americans	Bayes Theorem	European Continental Ancestry Group	Gene Frequency	Genetic Markers	Genotype	Humans	Likelihood Functions	Molecular Epidemiology	Probability	United States,6
